Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento
Poland,11 Jan 2026,"Bartosz Ziemba – Oscilio, Constella Intelligence – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Oscilio, Constella Intelligence",3rd,https://fabtcg.com/decklists/bartosz-ziemba-oscilio-constella-intelligence-battle-hardened-gdansk/,battle hardened
Poland,11 Jan 2026,"Łukasz “Ashikaze” Rybski – Florian, Rotwood Harbinger – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/ukasz-ashikaze-rybski-florian-rotwood-harbinger-battle-hardened-gdansk/,battle hardened
Poland,11 Jan 2026,"Wojciech Arendt – Arakni, Marionette – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/wojciech-arendt-arakni-marionette-battle-hardened-gdansk/,battle hardened
Poland,11 Jan 2026,Jan Wojtecki – Dorinthea Ironsong – Battle Hardened: Gdańsk,Battle Hardened: Gdańsk,Classic Constructed,Dorinthea Ironsong,5th,https://fabtcg.com/decklists/jan-wojtecki-dorinthea-ironsong-battle-hardened-gdansk/,battle hardened
Germany,11 Jan 2026,"Paul Beese – Gravy Bones, Shipwrecked Looter – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/paul-beese-gravy-bones-shipwrecked-looter-battle-hardened-gdansk/,battle hardened
Japan,10 Jan 2026,Shoki Imacho – Oldhim – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Oldhim,1st,https://fabtcg.com/decklists/shoki-imacho-oldhim-sunday-900-battle-hardened/,battle hardened
United States of America,10 Jan 2026,Michael Feng – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,2nd,https://fabtcg.com/decklists/michael-feng-chane-sunday-900-battle-hardened/,battle hardened
Hong Kong,10 Jan 2026,David Yau – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,3rd,https://fabtcg.com/decklists/david-yau-chane-sunday-900-battle-hardened/,battle hardened
Japan,10 Jan 2026,Kazuki Itabashi – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,3rd,https://fabtcg.com/decklists/kazuki-itabashi-chane-sunday-900-battle-hardened/,battle hardened
Japan,10 Jan 2026,"Kento Inagaki – Bravo, Flattering Showman – Battle Hardened: Akihabara",Battle Hardened: Akihabara,Silver Age,"Bravo, Flattering Showman",5th,https://fabtcg.com/decklists/kento-inagaki-bravo-flattering-showman-sunday-900-battle-hardened/,battle hardened
Japan,10 Jan 2026,"Terukazu Goshima – Ira, Crimson Haze – Battle Hardened: Akihabara",Battle Hardened: Akihabara,Silver Age,"Ira, Crimson Haze",5th,https://fabtcg.com/decklists/terukazu-goshima-ira-crimson-haze-sunday-900-battle-hardened/,battle hardened
Japan,10 Jan 2026,haruka sonoda – Oldhim – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Oldhim,5th,https://fabtcg.com/decklists/haruka-sonoda-oldhim-sunday-900-battle-hardened/,battle hardened
Australia,10 Jan 2026,Andy Pham – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,5th,https://fabtcg.com/decklists/andy-pham-chane-sunday-900-battle-hardened/,battle hardened
United States of America,10 Jan 2026,"Andrew Cook – Oscilio, Constella Intelligence – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Oscilio, Constella Intelligence",1st,https://fabtcg.com/decklists/andrew-cook-oscilio-constella-intelligence-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
United States of America,10 Jan 2026,"Andrew Lorenz – Oscilio, Constella Intelligence – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Oscilio, Constella Intelligence",2nd,https://fabtcg.com/decklists/andrew-lorenz-oscilio-constella-intelligence-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
United States of America,10 Jan 2026,"Randy Davis – Pleiades, Superstar – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Pleiades, Superstar",3rd,https://fabtcg.com/decklists/randy-davis-pleiades-superstar-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
United States of America,10 Jan 2026,"Phillip Spader – Ira, Scarlet Revenger – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Ira, Scarlet Revenger",3rd,https://fabtcg.com/decklists/phillip-spader-ira-scarlet-revenger-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
United States of America,10 Jan 2026,"Justin Evans – Gravy Bones, Shipwrecked Looter – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/justin-evans-gravy-bones-shipwrecked-looter-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
United States of America,10 Jan 2026,"Thomas Johnson-Averette – Pleiades, Superstar – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Pleiades, Superstar",5th,https://fabtcg.com/decklists/thomas-johnson-averette-pleiades-superstar-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
United States of America,10 Jan 2026,"Tyruss Sennett – Florian, Rotwood Harbinger – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/tyruss-sennett-florian-rotwood-harbinger-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
United States of America,10 Jan 2026,"Jason Watkins – Verdance, Thorn of the Rose – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/jason-watkins-verdance-thorn-of-the-rose-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened
Japan,10 Jan 2026,"Ryosuke Urase – Florian, Rotwood Harbinger – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Florian, Rotwood Harbinger",1st,https://fabtcg.com/decklists/ryosuke-urase-florian-rotwood-harbinger-saturday-900-the-calling-classic-constructed/,calling
Japan,10 Jan 2026,"GAICHI YAMADA – Arakni, Marionette – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Arakni, Marionette",2nd,https://fabtcg.com/decklists/gaichi-yamada-arakni-marionette-saturday-900-the-calling-classic-constructed/,calling
Singapore,10 Jan 2026,"Gordon Koh Koh – Cindra, Dracai of Retribution – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Cindra, Dracai of Retribution",3rd,https://fabtcg.com/decklists/gordon-koh-koh-cindra-dracai-of-retribution-saturday-900-the-calling-classic-constructed/,calling
Australia,10 Jan 2026,Sam Sutherland – Dash I/O – Calling: Akihabara,Calling: Akihabara,Classic Constructed,Dash I/O,3rd,https://fabtcg.com/decklists/sam-sutherland-dash-io-saturday-900-the-calling-classic-constructed/,calling
Japan,10 Jan 2026,"TSUNAKI SAWAI – Oscilio, Constella Intelligence – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Oscilio, Constella Intelligence",5th,https://fabtcg.com/decklists/tsunaki-sawai-oscilio-constella-intelligence-saturday-900-the-calling-classic-constructed/,calling
Japan,10 Jan 2026,"Kazuya Murakami – Cindra, Dracai of Retribution – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/kazuya-murakami-cindra-dracai-of-retribution-saturday-900-the-calling-classic-constructed/,calling
Japan,10 Jan 2026,"Ryouichi Sakazaki – Arakni, Marionette – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/ryouichi-sakazaki-arakni-marionette-saturday-900-the-calling-classic-constructed/,calling
Hong Kong,10 Jan 2026,"Nova Chan – Arakni, Marionette – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/nova-chan-arakni-marionette-saturday-900-the-calling-classic-constructed/,calling
Hong Kong,21 Dec 2025,Evanking Chiu – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,1st,https://fabtcg.com/decklists/evanking-chiu-chane-battle-hardened-hong-kong-2025/,battle hardened
Philippines,21 Dec 2025,"Mikko Pena – Ira, Crimson Haze – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Silver Age,"Ira, Crimson Haze",2nd,https://fabtcg.com/decklists/mikko-pena-ira-crimson-haze-battle-hardened-hong-kong-2025/,battle hardened
Hong Kong,21 Dec 2025,erwin leung – Oldhim – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Oldhim,3rd,https://fabtcg.com/decklists/erwin-leung-oldhim-battle-hardened-hong-kong-2025/,battle hardened
Hong Kong,21 Dec 2025,Isaac Lee – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,3rd,https://fabtcg.com/decklists/isaac-lee-chane-battle-hardened-hong-kong-2025/,battle hardened
Netherlands,21 Dec 2025,Paul van Gijssel – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,5th,https://fabtcg.com/decklists/paul-van-gijssel-chane-battle-hardened-hong-kong-2025/,battle hardened
Philippines,21 Dec 2025,Chris Javier Mapalo – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,5th,https://fabtcg.com/decklists/chris-javier-mapalo-chane-battle-hardened-hong-kong-2025/,battle hardened
Hong Kong,21 Dec 2025,Terry Yuen – Briar – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Briar,5th,https://fabtcg.com/decklists/terry-yuen-briar-battle-hardened-hong-kong-2025/,battle hardened
Hong Kong,21 Dec 2025,Bun Ar – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,5th,https://fabtcg.com/decklists/bun-ar-chane-battle-hardened-hong-kong-2025/,battle hardened
Taiwan,20 Dec 2025,"Oh Oh – Verdance, Thorn of the Rose – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Verdance, Thorn of the Rose",1st,https://fabtcg.com/decklists/oh-oh-verdance-thorn-of-the-rose-calling-hong-kong-2025/,calling
Hong Kong,20 Dec 2025,"Law Wen – Arakni, Marionette – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Arakni, Marionette",2nd,https://fabtcg.com/decklists/law-wen-arakni-marionette-calling-hong-kong-2025/,calling
Hong Kong,20 Dec 2025,"Teddy Tai – Kayo, Armed and Dangerous – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Kayo, Armed and Dangerous",3rd,https://fabtcg.com/decklists/teddy-tai-kayo-armed-and-dangerous-calling-hong-kong-2025/,calling
United Kingdom,20 Dec 2025,"Jacob Clements – Gravy Bones, Shipwrecked Looter – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Gravy Bones, Shipwrecked Looter",3rd,https://fabtcg.com/decklists/jacob-clements-gravy-bones-shipwrecked-looter-calling-hong-kong-2025/,calling
United States of America,20 Dec 2025,"Brodie Spurlock – Gravy Bones, Shipwrecked Looter – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/brodie-spurlock-gravy-bones-shipwrecked-looter-calling-hong-kong-2025/,calling
Thailand,20 Dec 2025,Torpong Juntree – Kassai of the Golden Sand – Calling: Hong Kong,Calling: Hong Kong,Classic Constructed,Kassai of the Golden Sand,5th,https://fabtcg.com/decklists/torpong-juntree-kassai-of-the-golden-sand-calling-hong-kong-2025/,calling
Japan,20 Dec 2025,shoma yamamura – Kassai of the Golden Sand – Calling: Hong Kong,Calling: Hong Kong,Classic Constructed,Kassai of the Golden Sand,5th,https://fabtcg.com/decklists/shoma-yamamura-kassai-of-the-golden-sand-calling-hong-kong-2025/,calling
Japan,20 Dec 2025,"RICARDO DIAZ – Kayo, Underhanded Cheat – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Kayo, Underhanded Cheat",5th,https://fabtcg.com/decklists/ricardo-diaz-kayo-underhanded-cheat-calling-hong-kong-2025/,calling
Canada,18 Dec 2025,"Yuki Lee Bender – Rhinar, Reckless Rampage – Masterclass",Masterclass,Classic Constructed,"Rhinar, Reckless Rampage",nao informado,https://fabtcg.com/decklists/yuki-lee-bender-rhinar-reckless-rampage-masterclass/,masterclass
United States of America,14 Dec 2025,Andrew Rothermel – Chane – Battle Hardened: Seattle,Battle Hardened: Seattle,Silver Age,Chane,1st,https://fabtcg.com/decklists/andrew-rothermel-chane-calling-seattle-battle-hardened-silver-age-9-am-1214/,battle hardened
United States of America,14 Dec 2025,"Amanda Sullender – Bravo, Flattering Showman – Battle Hardened: Seattle",Battle Hardened: Seattle,Silver Age,"Bravo, Flattering Showman",2nd,https://fabtcg.com/decklists/amanda-sullender-bravo-flattering-showman-calling-seattle-battle-hardened-silver-age-9-am-1214/,battle hardened
United States of America,14 Dec 2025,"Patrick R – Ira, Crimson Haze – Battle Hardened: Seattle",Battle Hardened: Seattle,Silver Age,"Ira, Crimson Haze",3rd,https://fabtcg.com/decklists/patrick-r-ira-crimson-haze-calling-seattle-battle-hardened-silver-age-9-am-1214/,battle hardened
Canada,14 Dec 2025,Elly Bird – Briar – Battle Hardened: Seattle,Battle Hardened: Seattle,Silver Age,Briar,3rd,https://fabtcg.com/decklists/elly-bird-briar-calling-seattle-battle-hardened-silver-age-9-am-1214/,battle hardened
United States of America,14 Dec 2025,Charlton Smith – Olympia – Battle Hardened: Seattle,Battle Hardened: Seattle,Silver Age,Olympia,5th,https://fabtcg.com/decklists/charlton-smith-olympia-calling-seattle-battle-hardened-silver-age-9-am-1214/,battle hardened
United States of America,14 Dec 2025,AUSTIN BRILL – Oldhim – Battle Hardened: Seattle,Battle Hardened: Seattle,Silver Age,Oldhim,5th,https://fabtcg.com/decklists/austin-brill-oldhim-calling-seattle-battle-hardened-silver-age-9-am-1214/,battle hardened
United States of America,14 Dec 2025,Taige Houk – Briar – Calling Seattle – Battle Hardened: Seattle,Battle Hardened: Seattle,Silver Age,Briar,5th,https://fabtcg.com/decklists/taige-houk-briar-calling-seattle-battle-hardened-silver-age-9-am-1214/,battle hardened
United States of America,14 Dec 2025,Jude Cornett – Chane – Battle Hardened: Seattle,Battle Hardened: Seattle,Silver Age,Chane,5th,https://fabtcg.com/decklists/jude-cornett-chane-calling-seattle-battle-hardened-silver-age-9-am-1214-2/,battle hardened
United States of America,14 Dec 2025,Christopher Iaali – Kassai of the Golden Sand – Calling: Seattle,Calling: Seattle,Classic Constructed,Kassai of the Golden Sand,1st,https://fabtcg.com/decklists/christopher-iaali-kassai-of-the-golden-sand-calling-seattle-calling-classic-constructed-9-am-1213/,calling
United States of America,14 Dec 2025,"Zak Miller – Kano, Dracai of Aether – Calling: Seattle",Calling: Seattle,Classic Constructed,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/zak-miller-kano-dracai-of-aether-calling-seattle-calling-classic-constructed-9-am-1213/,calling
Denmark,14 Dec 2025,"Simon Nielsen – Prism, Awakener of Sol – Calling: Seattle",Calling: Seattle,Classic Constructed,"Prism, Awakener of Sol",3rd,https://fabtcg.com/decklists/simon-nielsen-prism-awakener-of-sol-calling-seattle-calling-classic-constructed-9-am-1213/,calling
United States of America,14 Dec 2025,"Griffin Meyers – Gravy Bones, Shipwrecked Looter – Calling: Seattle",Calling: Seattle,Classic Constructed,"Gravy Bones, Shipwrecked Looter",3rd,https://fabtcg.com/decklists/griffin-meyers-gravy-bones-shipwrecked-looter-calling-seattle-calling-classic-constructed-9-am-1213/,calling
Canada,14 Dec 2025,"Yuki Lee Bender – Cindra, Dracai of Retribution – Calling: Seattle",Calling: Seattle,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/yuki-lee-bender-cindra-dracai-of-retribution-calling-seattle-calling-classic-constructed-9-am-1213/,calling
United States of America,14 Dec 2025,"Tader Kammeyer – Kayo, Underhanded Cheat – Calling: Seattle",Calling: Seattle,Classic Constructed,"Kayo, Underhanded Cheat",5th,https://fabtcg.com/decklists/tader-kammeyer-kayo-underhanded-cheat-calling-seattle-calling-classic-constructed-9-am-1213/,calling
United States of America,14 Dec 2025,"Andrew Lorenz – Oscilio, Constella Intelligence – Calling: Seattle",Calling: Seattle,Classic Constructed,"Oscilio, Constella Intelligence",5th,https://fabtcg.com/decklists/andrew-lorenz-oscilio-constella-intelligence-calling-seattle-calling-classic-constructed-9-am-1213/,calling
United States of America,14 Dec 2025,"Thaminda Edirisooriya – Gravy Bones, Shipwrecked Looter – Calling: Seattle",Calling: Seattle,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/thaminda-edirisooriya-gravy-bones-shipwrecked-looter-calling-seattle-calling-classic-constructed-9-am-1213/,calling
Japan,13 Dec 2025,"Ran Sasaki – Cindra, Dracai of Retribution – Battle Hardened: Seoul",Battle Hardened: Seoul,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/ran-sasaki-cindra-dracai-of-retribution-battle-hardened-seoul/,battle hardened
Singapore,13 Dec 2025,"shirui wu – Gravy Bones, Shipwrecked Looter – Battle Hardened: Seoul",Battle Hardened: Seoul,Classic Constructed,"Gravy Bones, Shipwrecked Looter",2nd,https://fabtcg.com/decklists/shirui-wu-gravy-bones-shipwrecked-looter-battle-hardened-seoul/,battle hardened
South Korea,13 Dec 2025,Nathan Youngblut – Jarl Vetreiði – Battle Hardened: Seoul,Battle Hardened: Seoul,Classic Constructed,Jarl Vetreiði,3rd,https://fabtcg.com/decklists/nathan-youngblut-jarl-vetreii-battle-hardened-seoul/,battle hardened
